Moment (emu)
-9.75777023697686E-4
-9.75717702332872E-4
-8.92144282718057E-4
-8.92120406292718E-4
-8.09269697446582E-4
-8.08714314525362E-4
-7.2536838552797E-4
-7.25929392716989E-4
-6.41989591542207E-4
-6.42072900894678E-4
-5.58704115509991E-4
-5.5868566547013E-4
-4.75431516463424E-4
-4.75441665907492E-4
-3.92145787278199E-4
-3.92191739989552E-4
-3.08973919908446E-4
-3.0900813087977E-4
-2.25894092108732E-4
-2.25902756407893E-4
-1.4298047243773E-4
-1.42994682486364E-4
-6.05737824286964E-5
-6.05698740715551E-5
-5.22840472630058E-5
-5.23203807790984E-5
-4.40894983699269E-5
-4.41180561553907E-5
-3.59153350055619E-5
-3.59286631840884E-5
-2.77420070300885E-5
-2.77702462413887E-5
-1.95981441519181E-5
-1.96123461226719E-5
-1.15087769654084E-5
-1.14844307052878E-5
-3.36036715642887E-6
-3.35105229981327E-6
4.76453434530256E-6
4.73678895618585E-6
1.28172076840364E-5
1.27883630401497E-5
2.08776028668447E-5
2.08299990541959E-5
2.88598767474818E-5
2.88375774111268E-5
3.68143672828543E-5
3.67858884888389E-5
4.47365372558372E-5
4.47112670865268E-5
5.25865722974699E-5
5.25698084961449E-5
6.03149784524564E-5
6.03462620610419E-5
6.80812819260375E-5
6.80760122616069E-5
7.57057401952316E-5
7.56439358411681E-5
8.31420728791294E-5
8.31222356427877E-5
9.04285970409065E-5
9.03988795638158E-5
9.74362750988167E-5
9.74565343412226E-5
1.04160202067413E-4
1.04147987603556E-4
1.10356607277995E-4
1.10326801433114E-4
1.15826761928506E-4
1.1586532185865E-4
1.20309413455908E-4
1.20269107913498E-4
1.22209604712593E-4
1.22181347101261E-4
1.23392324009149E-4
1.23372121431813E-4
1.23700148038568E-4
1.23690271497469E-4
1.22752252094488E-4
1.22721840764853E-4
1.20211806609667E-4
1.20189304058515E-4
1.15435610673133E-4
1.15419758504971E-4
1.07378449002996E-4
1.07410847527905E-4
9.44655507644093E-5
9.44464897145581E-5
7.33895182827839E-5
7.33646818900294E-5
3.58045427172269E-5
3.58006578591544E-5
-3.00866175155153E-5
-3.00965085069506E-5
-7.07590302940496E-5
-7.07390867174461E-5
-9.32188687108313E-5
-9.32272385361099E-5
-1.06672180378576E-4
-1.06618459890509E-4
-1.14758567507832E-4
-1.14732552721837E-4
-1.19505098337329E-4
-1.19497022401663E-4
-1.21879977325622E-4
-1.21884922951733E-4
-1.22605798690531E-4
-1.226393593029E-4
-1.22189381651816E-4
-1.2216339147214E-4
-1.20821113809167E-4
-1.20826119812669E-4
-1.19502724915038E-4
-1.19482571037894E-4
-1.1512450184578E-4
-1.15130784489953E-4
-1.09606137212258E-4
-1.09608612511473E-4
-1.03413993396023E-4
-1.03412531406024E-4
-9.67063824642805E-5
-9.67153250289492E-5
-8.96588548196454E-5
-8.96965098191015E-5
-8.23778298964276E-5
-8.23883471421198E-5
-7.49623637830995E-5
-7.4954419134877E-5
-6.73729395970633E-5
-6.73662021385422E-5
-5.96351574703584E-5
-5.96314697761184E-5
-5.1833862340232E-5
-5.19029177827452E-5
-4.40258693534473E-5
-4.40411297909272E-5
-3.60900253302101E-5
-3.61338338628726E-5
-2.814688816271E-5
-2.81624132753712E-5
-2.01675624802673E-5
-2.01792096617798E-5
-1.21161301898809E-5
-1.21196338344909E-5
-4.05009924005126E-6
-4.0670229853838E-6
3.99119264305849E-6
4.00899886486874E-6
1.21307138060654E-5
1.21175584003722E-5
2.02855578379654E-5
2.02199971288715E-5
2.84125466320806E-5
2.83769698510176E-5
3.65626043433294E-5
3.65511533245316E-5
4.47381352092564E-5
4.47354009868984E-5
5.29328775270176E-5
5.29251981518192E-5
6.11274056461199E-5
6.11457543585286E-5
1.43568246862988E-4
1.43589713785099E-4
2.26520255945676E-4
2.26498584681323E-4
3.09834525269981E-4
3.0964631742762E-4
3.92885435951482E-4
3.92878347106962E-4
4.76204245237654E-4
4.76192230439699E-4
5.59536545524836E-4
5.59549547648534E-4
6.42957517993058E-4
6.42932814765389E-4
7.26334262725854E-4
7.26898742164993E-4
8.09837506271157E-4
8.10483743242416E-4
8.93319205620134E-4
8.93998746367451E-4
9.76716050250161E-4
9.76772387649041E-4
8.93019546851321E-4
8.93026411775642E-4
8.09487950119164E-4
8.09493955156343E-4
7.25996085359575E-4
7.26019885283557E-4
6.42565782223268E-4
6.42544885065662E-4
5.59122125690538E-4
5.59154766465946E-4
4.75766109914468E-4
4.75764316048827E-4
3.92432938969767E-4
3.92460027556821E-4
3.09351624154975E-4
3.0920689981714E-4
2.26026948165333E-4
2.26030655603564E-4
1.43041437538412E-4
1.43073453476353E-4
6.05122446632026E-5
6.05638486647131E-5
5.23551164663405E-5
5.23568025152009E-5
4.41252962578182E-5
4.41735290870458E-5
3.59391902477387E-5
3.59472606110733E-5
2.77621399922851E-5
2.77881367345231E-5
1.96046920012165E-5
1.96221637638768E-5
1.14873735474227E-5
1.14941814839972E-5
3.36504521295446E-6
3.37547689171689E-6
-4.76434150481046E-6
-4.72892406064831E-6
-1.27942005168277E-5
-1.27688185279736E-5
-2.08821716677709E-5
-2.0845210717576E-5
-2.88612948482184E-5
-2.88554464341622E-5
-3.6822522308661E-5
-3.67979377448398E-5
-4.47339337085526E-5
-4.47393566539835E-5
-5.25801409590665E-5
-5.2583081800896E-5
-6.04065793969727E-5
-6.03645951857593E-5
-6.81128692670566E-5
-6.81080422684132E-5
-7.57349598973811E-5
-7.57010752208434E-5
-8.32065121209284E-5
-8.31773946967986E-5
-9.04558277761853E-5
-9.04374887346608E-5
-9.74909400881489E-5
-9.74749839388874E-5
-1.04160709409383E-4
-1.04164536471715E-4
-1.10379580406962E-4
-1.10366287829817E-4
-1.15889458808792E-4
-1.15906491730645E-4
-1.20416737766966E-4
-1.20326475489071E-4
-1.21662553107572E-4
-1.21680478316078E-4
-1.23147374171656E-4
-1.2313798329585E-4
-1.23739717164272E-4
-1.23748230561636E-4
-1.23228698130871E-4
-1.23218552935092E-4
-1.21262578808771E-4
-1.21242462624734E-4
-1.17256342092911E-4
-1.17248875590931E-4
-1.1035162825452E-4
-1.10359199038869E-4
-9.91845265202065E-5
-9.9181236975585E-5
-8.11374561623727E-5
-8.11533582511022E-5
-5.03761072185213E-5
-5.03722695538473E-5
1.0579122896245E-5
1.05938757828297E-5
6.0692387619292E-5
6.07608773429248E-5
8.74632142026339E-5
8.74738465205731E-5
1.03205979811408E-4
1.03226321585052E-4
1.12727549892165E-4
1.12709327789211E-4
1.1832131148216E-4
1.18372341165087E-4
1.21365109195846E-4
1.21357155063949E-4
1.22614015247552E-4
1.22563436828438E-4
1.22445719573097E-4
1.22443198625041E-4
1.21315507395633E-4
1.21345567583222E-4
1.19535752234294E-4
1.19487447499367E-4
1.15116343181374E-4
1.15125807375892E-4
1.0961913434045E-4
1.09608631012329E-4
1.03426576037832E-4
1.03418674722785E-4
9.6679545243201E-5
9.67557930626165E-5
8.96503058388257E-5
8.96875720993544E-5
8.23938296185374E-5
8.23999282673913E-5
7.49669925827834E-5
7.49599610239079E-5
6.73732287998804E-5
6.73801927945531E-5
5.96443383070566E-5
5.96747645868461E-5
5.18954536513694E-5
5.18670909232437E-5
4.40349989774732E-5
4.40354637024609E-5
3.61236069678392E-5
3.61335548558092E-5
2.81636075017438E-5
2.81556867523657E-5
2.01606050878326E-5
2.01477940517174E-5
1.21239938530385E-5
1.21314961766951E-5
4.09160550045981E-6
4.07527062410173E-6
-3.99387567321593E-6
-4.01266274708862E-6
-1.21242304709493E-5
-1.21147825105395E-5
-2.02958501143076E-5
-2.02861836268273E-5
-2.84199074984075E-5
-2.83973390642067E-5
-3.65904653142829E-5
-3.6563103270384E-5
-4.47879649301534E-5
-4.47444174116994E-5
-5.29602251317368E-5
-5.2971504364398E-5
-6.11492864295637E-5
-6.11615090574158E-5
-1.43613301669869E-4
-1.43603814221438E-4
-2.26560904022351E-4
-2.26523945657173E-4
-3.09706035965161E-4
