Energy	20221103_0125_Cr_22151a_75K_60deg_6T_minus_0000	20221103_0129_Cr_22151a_75K_60deg_6T_plus_0000	20221103_0133_Cr_22151a_75K_60deg_6T_plus_0000	20221103_0136_Cr_22151a_75K_60deg_6T_minus_0000	20221103_0139_Cr_22151a_75K_60deg_6T_minus_0000	20221103_0142_Cr_22151a_75K_60deg_6T_plus_0000	c+ H+	c- H+	c+ H-	c- H-	XMCD H+	XMCD H-	XAS	XMCD	XAS normalized by jump	XMCD normalized by XAS jump
eV	cminus fieldplus	cplus fieldplus					arb. units	arb. units	arb. units	arb. units	arb. units	arb. units	arb. units	arb. units	arb. units	arb. units
			cplus fieldplus	cminus fieldplus	cminus fieldplus	cplus fieldplus					c-H+ - c+H+	c-H- - c+H-		XMCD H+ - XMCD H-		
565.287	0.114985965252556	0.110768872487962	0.109353298489189	0.108581124395445	0.108050883847449	0.107655917840506	0.108504608164848	0.108316004121447	0	0	-1.88604043400806E-4	0	0.216820612286294	-1.88604043400806E-4	-0.00627384455727454	-5.83869086829031E-4
565.298	0.114978816025543	0.110786712639809	0.109369965952545	0.108578450759853	0.108064959455633	0.107664889978459	0.108517427965502	0.108321705107743	0	0	-1.95722857759206E-4	0	0.216839133073245	-1.95722857759206E-4	-0.00614917581411016	-6.05907085398933E-4
565.309	0.114963798232011	0.110799549101572	0.109381674854489	0.108596187292531	0.108057464699416	0.107657195419758	0.108519435137124	0.108326825995974	0	0	-1.92609141150074E-4	0	0.216846261133097	-1.92609141150074E-4	-0.00605977599226615	-5.96267828252388E-4
565.32	0.114960480227298	0.110787831026722	0.109384627226435	0.108594263040635	0.108057910825293	0.107652385849677	0.108518506538056	0.108326086932964	0	0	-1.92419605091823E-4	0	0.21684459347102	-1.92419605091823E-4	-0.00599760543888408	-5.9568107388988E-4
565.331	0.114975367543183	0.110766030532029	0.109358413616067	0.108590552562003	0.108081440734792	0.107652299765395	0.108505356690731	0.108335996648397	0	0	-1.6936004233338E-4	0	0.216841353339128	-1.6936004233338E-4	-0.00594030284325251	-5.24294662402207E-4
565.342	0.114934405661521	0.110741904543358	0.109387321994113	0.108586623338681	0.108080802393043	0.107643825684297	0.108515573839205	0.108333712865862	0	0	-1.81860973343273E-4	0	0.216849286705067	-1.81860973343273E-4	-0.00584841000312004	-5.62994294932077E-4
565.353	0.114964020655661	0.110730404844685	0.109419118184755	0.108578795167048	0.108060371824046	0.107622929494305	0.10852102383953	0.108319583495547	0	0	-2.01440343983145E-4	0	0.216840607335078	-2.01440343983145E-4	-0.00580794587459627	-6.23606936368905E-4
565.364	0.114956864046638	0.110752600166328	0.109376007535955	0.108578858539402	0.108062407550191	0.107628558578456	0.108502283057206	0.108320633044797	0	0	-1.81650012408829E-4	0	0.216822916102002	-1.81650012408829E-4	-0.00579538013136448	-5.62341214722718E-4
565.375	0.114945745978278	0.110723230512692	0.1093404459406	0.108613919859413	0.108077508291258	0.107635967982159	0.10848820696138	0.108345714075336	0	0	-1.42492886043968E-4	0	0.216833921036715	-1.42492886043968E-4	-0.00569397851282619	-4.41120931205707E-4
565.386	0.114930165180272	0.110713994598525	0.109345466799719	0.108585225236693	0.108074160245584	0.107645761638034	0.108495614218877	0.108329692741139	0	0	-1.65921477737779E-4	0	0.216825306960015	-1.65921477737779E-4	-0.00565331225325265	-5.13649760340539E-4
565.397	0.114941654324327	0.110732905969616	0.10936608095357	0.108577161538808	0.108064130490754	0.107661451427961	0.108513766190766	0.108320646014781	0	0	-1.93120175985051E-4	0	0.216834412205546	-1.93120175985051E-4	-0.00555779157855795	-5.97849859247353E-4
565.408	0.114944335111456	0.110731540548381	0.109381608549195	0.108573113521996	0.108058954271582	0.107642461829545	0.10851203518937	0.108316033896789	0	0	-1.96001292580725E-4	0	0.216828069086159	-1.96001292580725E-4	-0.0055100950255252	-6.06769047221437E-4
565.419	0.114931287953195	0.110713452460593	0.109384167496452	0.108575028172741	0.10805076208843	0.107640235447377	0.108512201471915	0.108312895130586	0	0	-1.9930634132885E-4	0	0.2168250966025	-1.9930634132885E-4	-0.00545196386054493	-6.1700061892954E-4
565.43	0.114964199862973	0.110700782717573	0.109353399308178	0.108577378382004	0.108047329304177	0.107656237665581	0.10850481848688	0.108312353843091	0	0	-1.92464643789012E-4	0	0.21681717232997	-1.92464643789012E-4	-0.00540916214659024	-5.9582050198763E-4
565.441	0.114908413636657	0.110756644036744	0.109350631682288	0.108569570532648	0.108044398597183	0.107658046535888	0.108504339109088	0.108306984564915	0	0	-1.9735454417294E-4	0	0.216811323674004	-1.9735454417294E-4	-0.00535993486335327	-6.10958362345065E-4
565.452	0.114899295479363	0.110755000596222	0.109339564348853	0.108566769468466	0.108042090015605	0.107652487048132	0.108496025698493	0.108304429742036	0	0	-1.9159595645718E-4	0	0.216800455440528	-1.9159595645718E-4	-0.00532624688714176	-5.93131271841601E-4
565.463	0.114885709273031	0.110738854678619	0.109351514335851	0.108578937712835	0.10809119818749	0.107635205731492	0.108493360033672	0.108335067950162	0	0	-1.58292083509454E-4	0	0.216828427983834	-1.58292083509454E-4	-0.00517231796348336	-4.90031139229195E-4
565.474	0.114900468554773	0.110728747477769	0.109360661456944	0.108567090392274	0.108088414819323	0.107648295680878	0.108504478568911	0.108327752605799	0	0	-1.76725963112759E-4	0	0.21683223117471	-1.76725963112759E-4	-0.00509321107162037	-5.47097638211009E-4
565.485	0.114930186721105	0.110732222660048	0.109359236416524	0.108571398822129	0.108039151233106	0.107673273967906	0.108516255192215	0.108305275027617	0	0	-2.10980164597252E-4	0	0.216821530219832	-2.10980164597252E-4	-0.0050590052443575	-6.53139740915596E-4
565.496	0.114921215537057	0.110739250006429	0.10934587373339	0.108558439177069	0.108037557994857	0.107636298337373	0.108491086035382	0.108297998585963	0	0	-1.93087449419094E-4	0	0.216789084621345	-1.93087449419094E-4	-0.00509211518073822	-5.977485463071E-4
565.507	0.114891903631968	0.110729648401276	0.109332720923808	0.108555443181798	0.108036685308267	0.107609906857948	0.108471313890878	0.108296064245032	0	0	-1.7524964584531E-4	0	0.21676737813591	-1.7524964584531E-4	-0.00509197961496236	-5.42527343750336E-4
565.518	0.11489204405932	0.110711406278227	0.10934912690539	0.108569281750345	0.108039267910976	0.107610601680252	0.108479864292821	0.108304274830661	0	0	-1.75589462160147E-4	0	0.216784139123482	-1.75589462160147E-4	-0.00497275875317886	-5.4357932671876E-4
565.529	0.114915250032811	0.110698718404769	0.109353645716223	0.10856985825108	0.108043048639464	0.107613570793566	0.108483608254895	0.108306453445272	0	0	-1.77154809622354E-4	0	0.216790061700167	-1.77154809622354E-4	-0.00488709079383013	-5.48425235517155E-4
565.54	0.114877026602076	0.110707071444535	0.109325183704158	0.108570043858458	0.108035525861668	0.107639415733324	0.108482299718741	0.108302784860063	0	0	-1.79514858678231E-4	0	0.216785084578804	-1.79514858678231E-4	-0.00483516546603396	-5.55731333850362E-4
565.551	0.114874310333594	0.110707296238493	0.109322053540177	0.108587141712237	0.108021829753991	0.10761712239192	0.108469587966049	0.108304485733114	0	0	-1.65102232934783E-4	0	0.216774073699162	-1.65102232934783E-4	-0.00480191908526981	-5.11113591410171E-4
565.562	0.114849535913664	0.110706747688751	0.109342248132601	0.108577822448665	0.107998583361273	0.107612529052874	0.108477388592738	0.108288202904969	0	0	-1.8918568776824E-4	0	0.216765591497707	-1.8918568776824E-4	-0.00476084457422085	-5.85669706580067E-4
565.573	0.114848583195513	0.110718972601681	0.10935976949312	0.108571852634763	0.108014085296725	0.107643070538688	0.108501420015904	0.108292968965744	0	0	-2.08451050159764E-4	0	0.216794388981648	-2.08451050159764E-4	-0.00460436184881438	-6.4531026011298E-4
565.584	0.114855344716211	0.110731096072944	0.109353761894342	0.108580556149117	0.108001038549845	0.107626748782876	0.108490255338609	0.108290797349481	0	0	-1.9945798912803E-4	0	0.21678105268809	-1.9945798912803E-4	-0.00457831434499539	-6.17470081091802E-4
565.595	0.114860010121587	0.110720155004337	0.109333137574755	0.108579117364046	0.107995943643039	0.107594543813306	0.108463840694031	0.108287530503542	0	0	-1.76310190488249E-4	0	0.216751371197573	-1.76310190488249E-4	-0.00460286732168731	-5.45810514254259E-4
565.606	0.114858094215146	0.110700139442657	0.109327120609673	0.108553997730993	0.108027380245607	0.107592197286011	0.108459658947842	0.1082906889883	0	0	-1.68969959541965E-4	0	0.216750347936141	-1.68969959541965E-4	-0.00453870187143267	-5.23087067490111E-4
565.617	0.114854243905315	0.110703818378663	0.109317482365728	0.108544534204662	0.108036371420615	0.10762234338772	0.108469912876724	0.108290452812638	0	0	-1.79460064086104E-4	0	0.216760365689363	-1.79460064086104E-4	-0.00444035631015423	-5.55561704038128E-4
565.628	0.114877459877078	0.110687238769108	0.109300973712255	0.108563988772516	0.108008017078219	0.107652933317614	0.108476953514934	0.108286002925368	0	0	-1.90950589566641E-4	0	0.216762956440302	-1.90950589566641E-4	-0.00436500281713699	-5.91133383725024E-4
565.639	0.114835873836294	0.110681392419476	0.109347598868897	0.108557253228344	0.10799006282895	0.107622399959347	0.108484999414122	0.108273658028647	0	0	-2.11341385475197E-4	0	0.216758657442769	-2.11341385475197E-4	-0.00431097819425533	-6.54257986846842E-4
565.65	0.114820970950187	0.11065697924953	0.109351948188419	0.108539685829879	0.107989789073263	0.10761168870299	0.108481818445705	0.108264737451571	0	0	-2.17080994133673E-4	0	0.216746555897275	-2.17080994133673E-4	-0.0042811082314271	-6.72026323122954E-4
565.661	0.114825013534759	0.110711579666539	0.109306534719861	0.108573787376687	0.108007423383168	0.107631449907792	0.108468992313827	0.108290605379928	0	0	-1.78386933899086E-4	0	0.216759597693754	-1.78386933899086E-4	-0.00417340101838494	-5.5223957196161E-4
565.672	0.114849050839487	0.110719704764738	0.109290020010568	0.108545773131524	0.108011203102735	0.107621231021051	0.108455625515809	0.10827848811713	0	0	-1.77137398679722E-4	0	0.216734113632939	-1.77137398679722E-4	-0.00418495984392851	-5.48371335765103E-4
565.683	0.114832062126028	0.11070884764507	0.109300891488515	0.108527569935526	0.107992147906532	0.107598247869049	0.108449569678782	0.108259858921029	0	0	-1.89710757753134E-4	0	0.216709428599811	-1.89710757753134E-4	-0.00419404508747813	-5.87295186750447E-4
565.694	0.114810714305332	0.110705206651963	0.109328194151455	0.108522918667109	0.10802908819799	0.107612390813137	0.108470292482296	0.108276003432549	0	0	-1.94289049746443E-4	0	0.216746295914845	-1.94289049746443E-4	-0.00401258026292766	-6.01468388539603E-4
565.705	0.114790500231568	0.110716184693478	0.109312340211618	0.108518890187606	0.108012624305785	0.107607988679833	0.108460164445725	0.108265757246696	0	0	-1.94407199029661E-4	0	0.216725921692421	-1.94407199029661E-4	-0.00400832035722179	-6.01834148005085E-4
565.716	0.114784148934719	0.110711994565044	0.109283417146435	0.108530322714028	0.107978536117039	0.107586206190583	0.108434811668509	0.108254429415533	0	0	-1.80382252975744E-4	0	0.216689241084042	-1.80382252975744E-4	-0.00405454078324656	-5.58416561098292E-4
565.727	0.114783830743861	0.110671933553552	0.10929454445154	0.108530802989066	0.107982900584225	0.107576688916715	0.108435616684128	0.108256851786646	0	0	-1.78764897482059E-4	0	0.216692468470773	-1.78764897482059E-4	-0.00397721643132553	-5.53409648955008E-4
565.738	0.114796390271552	0.110672504354862	0.109315694834794	0.108529526068334	0.107980942038035	0.107603239895929	0.108459467365362	0.108255234053185	0	0	-2.04233312176852E-4	0	0.216714701418546	-2.04233312176852E-4	-0.0038410558033074	-6.32253239806509E-4
565.749	0.114800889073212	0.110700914363559	0.109309478777187	0.108548522518468	0.107969435187159	0.107598574798363	0.108454026787775	0.108258978852813	0	0	-1.95047934961612E-4	0	0.216713005640588	-1.95047934961612E-4	-0.00377897228938285	-6.03817699877785E-4
565.76	0.11478866251594	0.110680020224425	0.10929062630918	0.108547038330442	0.107949329239198	0.107591675223364	0.108441150766272	0.10824818378482	0	0	-1.92966981451992E-4	0	0.216689334551092	-1.92966981451992E-4	-0.00378491862704481	-5.97375608799104E-4
565.771	0.114785305810152	0.110650245919566	0.109275488382658	0.108515040048551	0.107961075353948	0.107608554539399	0.108442021461029	0.10823805770125	0	0	-2.03963759778811E-4	0	0.216680079162278	-2.03963759778811E-4	-0.00374623770305139	-6.3141877565792E-4
565.782	0.114790398777985	0.110671264825312	0.109263538693286	0.108510605446681	0.107984891900039	0.10762030855952	0.108441923626403	0.10824774867336	0	0	-1.94174953043191E-4	0	0.216689672299763	-1.94174953043191E-4	-0.00364920664170466	-6.01115174808143E-4
565.793	0.114786888625192	0.110689331570455	0.109273378468008	0.108528472265162	0.107982904159737	0.107597292255891	0.10843533536195	0.10825568821245	0	0	-1.79647149500251E-4	0	0.216691023574399	-1.79647149500251E-4	-0.00357769024509453	-5.56140871843586E-4
565.804	0.114791322396853	0.110666459652053	0.109294654880066	0.108491487975013	0.107971001108735	0.107581566146474	0.10843811051327	0.108231244541874	0	0	-2.06865971395992E-4	0	0.216669355055144	-2.06865971395992E-4	-0.00357743714589839	-6.40403268334502E-4
565.815	0.114804119250001	0.110656630087998	0.109296114303359	0.108487836695542	0.107966550598402	0.107577769070795	0.108436941687077	0.108227193646972	0	0	-2.09748040104804E-4	0	0.216664135334049	-2.09748040104804E-4	-0.00352626284380631	-6.4932540380334E-4
565.826	0.11474873170546	0.110676759334438	0.109280755337469	0.108517310626651	0.107962024364548	0.10759943156771	0.10844009345259	0.1082396674956	0	0	-2.00425956989866E-4	0	0.216679760948189	-2.00425956989866E-4	-0.00341055680300047	-6.20466657948691E-4
565.837	0.114740832131848	0.110644041703958	0.109258009657735	0.10851751489009	0.107955362221657	0.107565024142307	0.108411516900021	0.108236438555873	0	0	-1.75078344147539E-4	0	0.216647955455894	-1.75078344147539E-4	-0.00344168513701736	-5.41997038227472E-4
565.848	0.114773695615831	0.110625477590271	0.109244496357797	0.108489878975798	0.107942150812882	0.107553927556831	0.108399211957314	0.10821601489434	0	0	-1.83197062974011E-4	0	0.216615226851654	-1.83197062974011E-4	-0.00347567118563545	-5.67130481084581E-4
565.859	0.114749756500692	0.110620990751868	0.109243711875296	0.1084819635964	0.107942211659915	0.10756904220844	0.108406377041868	0.108212087628158	0	0	-1.94289413710289E-4	0	0.216618464670026	-1.94289413710289E-4	-0.00339831454006789	-6.01469515277048E-4
565.87	0.114747699280672	0.110632168443608	0.109225339822023	0.10848638470969	0.107936681973915	0.107577920771275	0.108401630296649	0.108211533341802	0	0	-1.90096954846467E-4	0	0.216613163638451	-1.90096954846467E-4	-0.00334739195407886	-5.88490752551447E-4
565.881	0.114735503310654	0.110632411891915	0.109229226586077	0.10847107145555	0.107943837071966	0.107553739521015	0.108391483053546	0.108207454263758	0	0	-1.84028789788057E-4	0	0.216598937317304	-1.84028789788057E-4	-0.00332409974429465	-5.69705291076201E-4
565.892	0.114707039563257	0.110645340445616	0.109276714030582	0.108484473406429	0.107927666598217	0.107537577123204	0.108407145576893	0.108206070002323	0	0	-2.01075574570026E-4	0	0.216613215579216	-2.01075574570026E-4	-0.00321256475571839	-6.22477705095276E-4
565.903	0.114706826579895	0.110652316803317	0.109277351072522	0.108504411815443	0.107918176123349	0.107559490032988	0.108418420552755	0.108211293969396	0	0	-2.07126583359418E-4	0	0.216629714522151	-2.07126583359418E-4	-0.00309415511600569	-6.41210055221775E-4
565.914	0.114726955005715	0.110608712745135	0.109250129032521	0.108490490775379	0.107982748906019	0.107558431231089	0.108404280131805	0.108236619840699	0	0	-1.67660291106209E-4	0	0.216640899972504	-1.67660291106209E-4	-0.00299219466797478	-5.19032674488533E-4
565.925	0.114731664283905	0.110578856892692	0.109245821204129	0.108517820253466	0.107947871740803	0.107513425533835	0.108379623368982	0.108232845997135	0	0	-1.46777371847553E-4	0	0.216612469366117	-1.46777371847553E-4	-0.00301287523259251	-4.54384585412499E-4
565.936	0.114703534981975	0.110632653028518	0.109243837518776	0.108500487098749	0.107927318561466	0.10753492292801	0.108389380223393	0.108213902830108	0	0	-1.75477393285634E-4	0	0.216603283053501	-1.75477393285634E-4	-0.0029739804666499	-5.43232390617898E-4
565.947	0.11467356067765	0.110630032412526	0.109240685838796	0.108472135028887	0.107919984945509	0.107549786960333	0.108395236399564	0.108196059987198	0	0	-1.99176412366789E-4	0	0.216591296386762	-1.99176412366789E-4	-0.00294375486906043	-6.16598392640731E-4
565.958	0.114702928071805	0.110585067869209	0.109228593182204	0.108475716068861	0.107952301613385	0.107540395347987	0.108384494265095	0.108214008841123	0	0	-1.70485423972189E-4	0	0.216598503106218	-1.70485423972189E-4	-0.00285411153753242	-5.27778551389618E-4
565.969	0.114684502252498	0.110630722902098	0.109257072561334	0.10849776222496	0.107913561170814	0.107535488534064	0.108396280547699	0.108205661697887	0	0	-1.9061884981228E-4	0	0.216601942245586	-1.9061884981228E-4	-0.00277613165449697	-5.90106403688164E-4
565.98	0.114659536670914	0.110587656263314	0.109229251691626	0.108453920953852	0.107906035225407	0.107551608894212	0.108390430292919	0.10817997808963	0	0	-2.10452203289427E-4	0	0.216570408382549	-2.10452203289427E-4	-0.00280641909494761	-6.51505309961081E-4
565.991	0.11468922534391	0.11058079650635	0.109207456150673	0.108453764319306	0.107918142567031	0.10754366350959	0.108375559830131	0.108185953443168	0	0	-1.89606386962776E-4	0	0.2165615132733	-1.89606386962776E-4	-0.00276662283908608	-5.86972081916856E-4
566.002	0.114696689222478	0.110611040554625	0.109233906354532	0.108481220716427	0.107903929730285	0.107527474780052	0.108380690567292	0.108192575223356	0	0	-1.88115343936202E-4	0	0.216573265790647	-1.88115343936202E-4	-0.00266290689905983	-5.82356200334196E-4
566.013	0.114666450078471	0.110584556587223	0.109226743526242	0.108475265446408	0.107898800262871	0.10754268955587	0.108384716541056	0.10818703285464	0	0	-1.9768368641615E-4	0	0.216571749395695	-1.9768368641615E-4	-0.00260026806198372	-6.1197730116268E-4
566.024	0.114649551636691	0.110600429660964	0.10920623880755	0.108456814760437	0.10791985081568	0.107537153068389	0.10837169593797	0.108188332788058	0	0	-1.83363149911131E-4	0	0.216560028726028	-1.83363149911131E-4	-0.0025692190066125	-5.67644643064155E-4
566.035	0.114654568874057	0.110604742858804	0.109204646161542	0.108478670115905	0.107909695443009	0.107539773041129	0.108372209601335	0.108194182779457	0	0	-1.78026821878216E-4	0	0.216566392380792	-1.78026821878216E-4	-0.0024821855841984	-5.51124758763599E-4
566.046	0.114649034288192	0.110584745966155	0.109205236549015	0.108485379107976	0.107889917095548	0.107544963143413	0.108375099846214	0.108187648101762	0	0	-1.87451744452158E-4	0	0.216562747947976	-1.87451744452158E-4	-0.00242613459912289	-5.80301868848071E-4
566.057	0.11462520324207	0.110590928204151	0.109215011622352	0.108457816927324	0.107887256888466	0.107516899793539	0.108365955707946	0.108172536907895	0	0	-1.93418800050846E-4	0	0.216538492615841	-1.93418800050846E-4	-0.00243388960010657	-5.98774321721523E-4
566.068	0.114634683773119	0.110581194561061	0.109222454153327	0.108438960548965	0.107898440545042	0.107483815072095	0.108353134612711	0.108168700547004	0	0	-1.84434065707534E-4	0	0.216521835159715	-1.84434065707534E-4	-0.00241812355219216	-5.70959919963005E-4
566.079	0.11462905204102	0.110571563919951	0.109216662058277	0.108419427061389	0.107908186068442	0.10750283529109	0.108359748674684	0.108163806564915	0	0	-1.95942109768532E-4	0	0.216523555239599	-1.95942109768532E-4	-0.00234546543041287	-6.0658583262069E-4
