Energy,20221102_1710_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1713_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1717_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1720_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1723_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1727_Cr_22157b_75K_60deg_6T_plus_0000,c+ H+,c- H+,c+ H-,c- H-,XMCD H+,XMCD H-,XAS,XMCD,XAS normalized by jump,XMCD normalized by XAS jump
eV,cminus fieldplus,cplus fieldplus,,,,,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units
,,,cplus fieldplus,cminus fieldplus,cminus fieldplus,cplus fieldplus,,,,,c-H+ - c+H+,c-H- - c+H-,,6T,LCOT (6T),6T
571.959,0.0975705664388291,0.0977565028580718,0.0980307112161028,0.0976377381050676,0.096540896648286,0.0952081834648784,0.096998465846351,0.0972497337307276,0,0,2.51267884376571E-4,0,-0.00951521123785026,2.51267884376571E-4,3.08581776597853E-4,1.72022643509294E-5
571.971,0.097535743271933,0.097770063814103,0.0980390947621891,0.0976250548616776,0.0965174994530104,0.0952500087318653,0.0970197224360525,0.0972260991955403,0,0,2.06376759487828E-4,0,-0.00952815531367868,2.06376759487828E-4,3.5292130529818E-4,-9.17383778727662E-5
571.983,0.0975423259532903,0.0977726732616693,0.0980705936444077,0.0976229024567804,0.0965260664006131,0.0952621069535604,0.0970351246198792,0.0972304316035613,0,0,1.95306983682142E-4,0,-0.00951898685217381,1.95306983682142E-4,4.51012445342001E-4,-1.18465387910834E-4
571.995,0.0975573562880577,0.0977833519973162,0.0980541050959794,0.0976304927373169,0.0965471194382475,0.0952331326137434,0.0970235299023463,0.097244989487874,0,0,2.21459585527675E-4,0,-0.00952658981573659,2.21459585527675E-4,5.08335259782662E-4,-5.47114754470646E-5
572.007,0.0975316766831649,0.097776899128895,0.0980085360880161,0.0976083523187375,0.0965006005019118,0.0952286595953481,0.0970046982707531,0.097213543167938,0,0,2.08844897184951E-4,0,-0.00958743389760869,2.08844897184951E-4,4.3623846689019E-4,-8.51938907106046E-5
572.019,0.0975192291902081,0.0977521722348746,0.0980308391779483,0.0975981782189188,0.0965108378986663,0.0952345136233123,0.0970058416787117,0.0972094151025977,0,0,2.03573423885994E-4,0,-0.00960098468533302,2.03573423885994E-4,4.79103187813328E-4,-9.78262675506148E-5
572.031,0.0975370334457521,0.0977512585309667,0.0980609158484068,0.0976175540136491,0.0965213744406488,0.0952392638394435,0.097017146072939,0.09722532063335,0,0,2.08174560411029E-4,0,-0.00958434089069626,2.08174560411029E-4,5.95365521651707E-4,-8.6460101021211E-5
572.043,0.0975397061857391,0.0977537472764177,0.0980185590887794,0.0975964648737616,0.0965284773548312,0.095217554652114,0.0969966203391037,0.097221549471444,0,0,2.2492913234029E-4,0,-0.00961920391678028,2.2492913234029E-4,5.86424014465972E-4,-4.55511133092132E-5
572.055,0.0975362149036667,0.0977293315067583,0.0980013622701734,0.0975979134069076,0.0965593966638108,0.0952482100152518,0.0969929679307278,0.0972311749914617,0,0,2.38207060733894E-4,0,-0.00962379693548124,2.38207060733894E-4,6.51063464892307E-4,-1.30932223343413E-5
572.067,0.0975335361989322,0.0977368211233494,0.0980279043786648,0.0976092527540647,0.0965553229379417,0.0952246827460872,0.0969964694160338,0.0972327039636462,0,0,2.36234547612443E-4,0,-0.00962933260833354,2.36234547612443E-4,7.13411492185199E-4,-1.77064188050993E-5
